date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2021-01-13,WV,Black,West Virginia,65813,2162,23,missing,missing
2021-01-13,WV,Multiracial,West Virginia,84944,23,0,missing,missing
2021-01-13,WV,Other,West Virginia,12919,1330,17,missing,missing
2021-01-13,WV,Total,West Virginia,1828543,104392,1671,missing,missing
2021-01-13,WV,White,West Virginia,1610749,57644,1112,missing,missing
2021-01-13,WY,AIAN,Wyoming,13898,1988,44,missing,missing
2021-01-13,WY,Asian,Wyoming,5212,236,5,missing,missing
2021-01-13,WY,Black,Wyoming,5232,364,2,missing,missing
2021-01-13,WY,Latinx,Wyoming,59046,3694,41,missing,missing
2021-01-13,WY,NHPI,Wyoming,579,126,1,missing,missing
2021-01-13,WY,Other,Wyoming,20083,1323,4,missing,missing
2021-01-13,WY,Total,Wyoming,635897,48289,522,missing,missing
2021-01-13,WY,White,Wyoming,488374,24320,436,missing,missing
2021-01-17,AK,AIAN,Alaska,111575,10754,90,302,missing
2021-01-17,AK,Asian,Alaska,44032,2060,23,109,missing
2021-01-17,AK,Black,Alaska,21898,1362,9,45,missing
2021-01-17,AK,Multiracial,Alaska,89524,4021,2,67,missing
2021-01-17,AK,NHPI,Alaska,12698,1410,16,121,missing
2021-01-17,AK,Other,Alaska,18272,6514,0,47,missing
2021-01-17,AK,Total,Alaska,783215,51938,229,1153,missing
2021-01-17,AK,White,Alaska,435392,16432,87,369,missing
2021-01-17,AL,Asian,Alabama,76660,1747,16,missing,missing
2021-01-17,AL,Black,Alabama,1296162,69697,1570,missing,missing
2021-01-17,AL,Other,Alabama,137443,34311,159,missing,missing
2021-01-17,AL,Total,Alabama,5288326,422598,6120,missing,missing
2021-01-17,AL,White,Alabama,3220452,133816,2952,missing,missing
2021-01-17,AR,AIAN,Arkansas,27177,805,8,missing,missing
2021-01-17,AR,Asian,Arkansas,51839,2440,27,missing,missing
2021-01-17,AR,Black,Arkansas,453783,43113,618,missing,missing
2021-01-17,AR,Multiracial,Arkansas,213575,1627,13,missing,missing
2021-01-17,AR,NHPI,Arkansas,14533,3254,51,missing,missing
2021-01-17,AR,Other,Arkansas,136105,13829,157,missing,missing
2021-01-17,AR,Total,Arkansas,3268371,271154,4311,missing,missing
2021-01-17,AR,White,Arkansas,2114512,173267,3190,missing,missing
2021-01-17,AZ,AIAN,Arizona,319512,31431,994,3698,missing
2021-01-17,AZ,Asian,Arizona,257430,8951,121,794,missing
2021-01-17,AZ,Black,Arizona,339150,19637,310,2031,missing
2021-01-17,AZ,Latinx,Arizona,2192253,195023,3233,15618,missing
2021-01-17,AZ,Other,Arizona,899870,31049,273,1863,missing
2021-01-17,AZ,Total,Arizona,9343755,673882,11266,47081,missing
2021-01-17,AZ,White,Arizona,4322337,235493,5402,21125,missing
2021-01-17,CA,AIAN,California,631016,6957,101,missing,missing
2021-01-17,CA,Asian,California,6085947,143690,3790,missing,missing
2021-01-17,CA,Black,California,2237044,87689,2147,missing,missing
2021-01-17,CA,Latinx,California,15579652,1206977,14886,missing,missing
2021-01-17,CA,Multiracial,California,5760235,28242,364,missing,missing
2021-01-17,CA,NHPI,California,157263,12472,180,missing,missing
2021-01-17,CA,Other,California,8370596,276887,497,missing,missing
2021-01-17,CA,Total,California,55117875,2942475,33392,missing,missing
2021-01-17,CA,White,California,16296122,436083,10256,missing,missing
2021-01-17,CO,AIAN,Colorado,74129,2175,34,missing,missing
2021-01-17,CO,Asian,Colorado,199827,5325,110,missing,missing
2021-01-17,CO,Black,Colorado,234828,10612,180,missing,missing
2021-01-17,CO,Latinx,Colorado,1263390,106007,1110,missing,missing
2021-01-17,CO,Multiracial,Colorado,707670,5287,136,missing,missing
2021-01-17,CO,NHPI,Colorado,10287,1087,9,missing,missing
2021-01-17,CO,Other,Colorado,464046,2737,36,missing,missing
2021-01-17,CO,Total,Colorado,7037104,374981,5379,missing,missing
2021-01-17,CO,White,Colorado,4082927,146468,3377,missing,missing
2021-01-17,CT,AIAN,Connecticut,16051,342,3,missing,missing
2021-01-17,CT,Asian,Connecticut,172455,2292,75,missing,missing
2021-01-17,CT,Black,Connecticut,388675,15736,831,missing,missing
2021-01-17,CT,Latinx,Connecticut,623293,34871,633,missing,missing
2021-01-17,CT,Multiracial,Connecticut,332904,10452,145,missing,missing
2021-01-17,CT,Other,Connecticut,299133,11179,39,missing,missing
2021-01-17,CT,Total,Connecticut,4229237,223422,6594,missing,missing
2021-01-17,CT,White,Connecticut,2395128,66352,4760,missing,missing
2021-01-17,DC,AIAN,District of Columbia,3193,67,missing,missing,missing
2021-01-17,DC,Asian,District of Columbia,33545,710,11,missing,missing
2021-01-17,DC,Black,District of Columbia,285810,16113,628,missing,missing
2021-01-17,DC,Latinx,District of Columbia,77652,missing,109,missing,missing
2021-01-17,DC,NHPI,District of Columbia,432,69,missing,missing,missing
2021-01-17,DC,Other,District of Columbia,37294,8027,0,missing,missing
2021-01-17,DC,Total,District of Columbia,767197,33851,850,missing,missing
2021-01-17,DC,White,District of Columbia,273194,8548,88,missing,missing
2021-01-17,DE,Asian,Delaware,42699,1409,10,missing,13483
2021-01-17,DE,Black,Delaware,218899,16039,236,missing,100541
2021-01-17,DE,Latinx,Delaware,104290,12007,63,missing,46323
2021-01-17,DE,Other,Delaware,48509,4206,14,missing,51587
2021-01-17,DE,Total,Delaware,1094238,70294,1016,missing,554755
2021-01-17,DE,White,Delaware,597763,32906,692,missing,271553
2021-01-17,FL,Black,Florida,3246381,190408,3885,13783,missing
2021-01-17,FL,Latinx,Florida,5697240,484754,5781,17821,missing
2021-01-17,FL,Other,Florida,1564282,109181,1024,3574,missing
2021-01-17,FL,Total,Florida,27235427,1571279,24515,68987,missing
2021-01-17,FL,White,Florida,12422961,515798,12820,31187,missing
2021-01-17,GA,AIAN,Georgia,50618,416,9,missing,missing
2021-01-17,GA,Asian,Georgia,479028,13703,196,missing,missing
2021-01-17,GA,Black,Georgia,3320513,174679,3976,missing,missing
2021-01-17,GA,Latinx,Georgia,1123457,72644,644,missing,missing
2021-01-17,GA,NHPI,Georgia,7299,621,6,missing,missing
2021-01-17,GA,Other,Georgia,555059,26672,46,missing,missing
2021-01-17,GA,Total,Georgia,11835365,680378,12296,missing,missing
2021-01-17,GA,White,Georgia,5555483,257044,6082,missing,missing
2021-01-17,HI,Asian,Hawaii,541902,5089,167,472,missing
2021-01-17,HI,Black,Hawaii,23417,402,5,11,missing
2021-01-17,HI,NHPI,Hawaii,157445,6680,91,570,missing
2021-01-17,HI,Other,Hawaii,26747,757,5,30,missing
2021-01-17,HI,Total,Hawaii,1594194,24353,322,1928,missing
2021-01-17,HI,White,Hawaii,333261,2762,28,119,missing
2021-01-17,IA,AIAN,Iowa,14486,888,12,missing,missing
2021-01-17,IA,Asian,Iowa,75629,3049,55,missing,missing
2021-01-17,IA,Black,Iowa,131972,9147,104,missing,missing
2021-01-17,IA,NHPI,Iowa,5758,824,15,missing,missing
2021-01-17,IA,Other,Iowa,88720,2379,44,missing,missing
2021-01-17,IA,Total,Iowa,3406355,304908,4323,missing,missing
2021-01-17,IA,White,Iowa,2694521,182945,4007,missing,missing
2021-01-17,ID,AIAN,Idaho,25621,1885,31,missing,missing
2021-01-17,ID,Asian,Idaho,26836,1051,13,missing,missing
2021-01-17,ID,Black,Idaho,15726,896,8,missing,missing
2021-01-17,ID,NHPI,Idaho,3726,350,missing,missing,missing
2021-01-17,ID,Other,Idaho,103632,11937,34,missing,missing
2021-01-17,ID,Total,Idaho,2078513,155554,1607,missing,missing
2021-01-17,ID,White,Idaho,1510360,86875,1506,missing,missing
2021-01-17,IL,AIAN,Illinois,96498,1271,22,missing,11572
2021-01-17,IL,Asian,Illinois,754878,22567,656,missing,517492
2021-01-17,IL,Black,Illinois,1808271,96613,3293,missing,1070268
2021-01-17,IL,Latinx,Illinois,2337410,196426,2880,missing,1018882
2021-01-17,IL,NHPI,Illinois,4501,981,16,missing,14269
2021-01-17,IL,Other,Illinois,1135149,36673,110,missing,434252
2021-01-17,IL,Total,Illinois,15149918,1068829,20050,missing,14763993
2021-01-17,IL,White,Illinois,7868227,391270,10599,missing,4711566
2021-01-17,IN,Asian,Indiana,167959,7728,53,missing,52053
2021-01-17,IN,Black,Indiana,648513,38768,734,missing,211100
2021-01-17,IN,Other,Indiana,261312,65116,1192,missing,331750
2021-01-17,IN,Total,Indiana,7339719,590211,9310,missing,2831352
2021-01-17,IN,White,Indiana,5241795,391369,6437,missing,1926820
2021-01-17,KS,AIAN,Kansas,30995,1740,26,59,6776
2021-01-17,KS,Asian,Kansas,86273,4631,39,148,20160
2021-01-17,KS,Black,Kansas,168809,12389,179,634,51023
2021-01-17,KS,Other,Kansas,145422,10111,195,499,36120
2021-01-17,KS,Total,Kansas,3320483,256134,3502,7713,1100365
2021-01-17,KS,White,Kansas,2222462,177980,2708,5811,681714
2021-01-17,KY,AIAN,Kentucky,12801,626,2,missing,missing
2021-01-17,KY,Asian,Kentucky,74426,3000,19,missing,missing
2021-01-17,KY,Black,Kentucky,362417,21842,259,missing,missing
2021-01-17,KY,Multiracial,Kentucky,244840,12571,77,missing,missing
2021-01-17,KY,NHPI,Kentucky,3681,275,1,missing,missing
2021-01-17,KY,Total,Kentucky,4713690,326675,3127,missing,missing
2021-01-17,KY,White,Kentucky,3711254,215945,2509,missing,missing
2021-01-17,LA,AIAN,Louisiana,31657,1124,9,missing,missing
2021-01-17,LA,Asian,Louisiana,86438,14926,54,missing,missing
2021-01-17,LA,Black,Louisiana,1464023,111791,3200,missing,missing
2021-01-17,LA,NHPI,Louisiana,1911,387,10,missing,missing
2021-01-17,LA,Other,Louisiana,142699,28158,33,missing,missing
2021-01-17,LA,Total,Louisiana,4980306,368980,8203,missing,missing
2021-01-17,LA,White,Louisiana,2657652,169979,4663,missing,missing
2021-01-17,MA,AIAN,Massachusetts,24018,366,11,11,missing
2021-01-17,MA,Asian,Massachusetts,507934,11332,331,597,missing
2021-01-17,MA,Black,Massachusetts,494029,27547,928,1726,missing
2021-01-17,MA,Latinx,Massachusetts,887685,98045,1001,2614,missing
2021-01-17,MA,NHPI,Massachusetts,2301,118,5,7,missing
2021-01-17,MA,Other,Massachusetts,496731,33560,1024,1579,missing
2021-01-17,MA,Total,Massachusetts,7917602,470140,13652,17109,missing
2021-01-17,MA,White,Massachusetts,4896037,159847,9988,8865,missing
2021-01-17,MD,Asian,Maryland,420944,7013,223,missing,missing
2021-01-17,MD,Black,Maryland,1820472,92478,2337,missing,missing
2021-01-17,MD,Latinx,Maryland,729745,54329,622,missing,missing
2021-01-17,MD,Other,Maryland,410941,15297,65,missing,missing
2021-01-17,MD,Total,Maryland,6906969,326445,6567,missing,missing
2021-01-17,MD,White,Maryland,3007874,110133,3242,missing,missing
2021-01-17,ME,AIAN,Maine,7885,97,1,5,missing
2021-01-17,ME,Asian,Maine,16798,372,0,18,missing
2021-01-17,ME,Black,Maine,25752,1832,8,56,missing
2021-01-17,ME,Multiracial,Maine,64710,339,0,2,missing
2021-01-17,ME,NHPI,Maine,443,15,0,1,missing
2021-01-17,ME,Other,Maine,9730,735,4,19,missing
2021-01-17,ME,Total,Maine,1388968,33559,511,1244,missing
2021-01-17,ME,White,Maine,1237041,25951,370,1033,missing
2021-01-17,MI,AIAN,Michigan,61261,3095,67,missing,missing
2021-01-17,MI,Asian,Michigan,334300,8706,152,missing,missing
2021-01-17,MI,Black,Michigan,1376579,65492,3379,missing,missing
2021-01-17,MI,Multiracial,Michigan,635315,23111,228,missing,missing
2021-01-17,MI,Other,Michigan,221851,31842,383,missing,missing
2021-01-17,MI,Total,Michigan,10641753,581785,14669,missing,missing
2021-01-17,MI,White,Michigan,7444974,327989,9687,missing,missing
2021-01-17,MN,AIAN,Minnesota,68641,4263,82,410,missing
2021-01-17,MN,Asian,Minnesota,299190,19318,213,1317,missing
2021-01-17,MN,Black,Minnesota,398434,36016,290,2747,missing
2021-01-17,MN,Latinx,Minnesota,345640,40173,177,1967,missing
2021-01-17,MN,Multiracial,Minnesota,345721,6702,80,527,missing
2021-01-17,MN,NHPI,Minnesota,2918,499,6,26,missing
2021-01-17,MN,Other,Minnesota,168444,6088,19,210,missing
2021-01-17,MN,Total,Minnesota,6052134,446380,5927,23367,missing
2021-01-17,MN,White,Minnesota,4423146,294318,4947,14781,missing
2021-01-17,MO,AIAN,Missouri,30518,788,10,missing,missing
2021-01-17,MO,Asian,Missouri,133377,3675,43,missing,missing
2021-01-17,MO,Black,Missouri,699840,38023,748,missing,missing
2021-01-17,MO,Multiracial,Missouri,413171,88,1,missing,missing
2021-01-17,MO,NHPI,Missouri,9730,30,1,missing,missing
2021-01-17,MO,Other,Missouri,127942,60688,1278,missing,missing
2021-01-17,MO,Total,Missouri,6457981,437549,6254,missing,missing
2021-01-17,MO,White,Missouri,4740335,219562,3735,missing,missing
2021-01-17,MS,AIAN,Mississippi,16450,1903,99,missing,missing
2021-01-17,MS,Asian,Mississippi,32709,1113,17,missing,missing
2021-01-17,MS,Black,Mississippi,1084481,83569,2217,missing,missing
2021-01-17,MS,Latinx,Mississippi,105220,5524,53,missing,missing
2021-01-17,MS,Other,Mississippi,56860,9015,77,missing,missing
2021-01-17,MS,Total,Mississippi,3066499,252475,5521,missing,missing
2021-01-17,MS,White,Mississippi,1658893,117149,2877,missing,missing
2021-01-17,MT,AIAN,Montana,67612,7545,200,498,missing
2021-01-17,MT,Asian,Montana,8300,284,missing,missing,missing
2021-01-17,MT,Black,Montana,5484,379,missing,22,missing
2021-01-17,MT,Other,Montana,14089,6228,76,missing,missing
2021-01-17,MT,Total,Montana,1129424,89393,1092,3846,missing
2021-01-17,MT,White,Montana,916524,53653,617,2592,missing
2021-01-17,NC,AIAN,North Carolina,130032,8943,84,missing,missing
2021-01-17,NC,Asian,North Carolina,343051,10257,93,missing,missing
2021-01-17,NC,Black,North Carolina,2140217,111410,1968,missing,missing
2021-01-17,NC,Other,North Carolina,617390,74908,512,missing,missing
2021-01-17,NC,Total,North Carolina,11557984,674637,8083,missing,missing
2021-01-17,NC,White,North Carolina,6488459,340513,4994,missing,missing
2021-01-17,ND,AIAN,North Dakota,38914,4103,missing,missing,missing
2021-01-17,ND,Asian,North Dakota,13213,1280,missing,missing,missing
2021-01-17,ND,Black,North Dakota,26783,2755,missing,missing,missing
2021-01-17,ND,Multiracial,North Dakota,41940,1203,missing,missing,missing
2021-01-17,ND,Total,North Dakota,812506,95864,1395,missing,missing
2021-01-17,ND,White,North Dakota,645938,51947,missing,missing,missing
2021-01-17,NE,AIAN,Nebraska,23102,1183,23,89,missing
2021-01-17,NE,Asian,Nebraska,52951,2689,25,129,missing
2021-01-17,NE,Black,Nebraska,96535,4892,56,293,missing
2021-01-17,NE,NHPI,Nebraska,1534,214,1,12,missing
2021-01-17,NE,Other,Nebraska,105167,3620,22,161,missing
2021-01-17,NE,Total,Nebraska,2196219,181978,1837,5575,missing
2021-01-17,NE,White,Nebraska,1538052,97876,1233,4006,missing
2021-01-17,NH,AIAN,New Hampshire,3031,60,1,missing,missing
2021-01-17,NH,Asian,New Hampshire,35871,726,6,35,missing
2021-01-17,NH,Black,New Hampshire,20127,800,12,38,missing
2021-01-17,NH,Latinx,New Hampshire,59454,3690,23,92,missing
2021-01-17,NH,Multiracial,New Hampshire,77742,254,0,missing,missing
2021-01-17,NH,NHPI,New Hampshire,453,0,0,missing,missing
2021-01-17,NH,Other,New Hampshire,24102,1547,4,19,missing
2021-01-17,NH,Total,New Hampshire,1436983,56864,933,957,missing
2021-01-17,NH,White,New Hampshire,1216203,26600,720,710,missing
2021-01-17,NJ,Asian,New Jersey,950090,22021,1042,2415,missing
2021-01-17,NJ,Black,New Jersey,1219770,53201,3339,9700,missing
2021-01-17,NJ,Latinx,New Jersey,2002575,124245,3849,13800,missing
2021-01-17,NJ,Other,New Jersey,1048641,79887,588,3297,missing
2021-01-17,NJ,Total,New Jersey,11291569,627221,20439,54487,missing
2021-01-17,NJ,White,New Jersey,5112280,192899,11036,21363,missing
2021-01-17,NM,AIAN,New Mexico,212241,26983,808,3309,missing
2021-01-17,NM,Asian,New Mexico,37469,1341,19,93,missing
2021-01-17,NM,Black,New Mexico,45904,1947,37,112,missing
2021-01-17,NM,Latinx,New Mexico,1010811,69152,1033,3739,missing
2021-01-17,NM,NHPI,New Mexico,2093,missing,missing,19,missing
2021-01-17,NM,Other,New Mexico,318632,missing,missing,187,missing
2021-01-17,NM,Total,New Mexico,3128333,163637,2932,11106,missing
2021-01-17,NM,White,New Mexico,1078937,25412,805,1879,missing
2021-01-17,NV,AIAN,Nevada,43932,1307,41,missing,10215
2021-01-17,NV,Asian,Nevada,272703,20141,430,missing,88110
2021-01-17,NV,Black,Nevada,304739,19356,354,missing,121311
2021-01-17,NV,Latinx,Nevada,890257,92335,902,missing,214530
2021-01-17,NV,Other,Nevada,435757,33481,7,missing,238792
2021-01-17,NV,Total,Nevada,3994871,261573,3779,missing,1276967
2021-01-17,NV,White,Nevada,1588463,94689,2042,missing,604005
2021-01-17,NY,Asian,New York,1933127,missing,2431,5928,missing
2021-01-17,NY,Black,New York,2986172,missing,8540,19045,missing
2021-01-17,NY,Latinx,New York,3948032,missing,8780,22677,missing
2021-01-17,NY,Other,New York,2210633,missing,2445,missing,missing
2021-01-17,NY,Total,New York,24149281,1233390,41268,89995,missing
2021-01-17,NY,White,New York,11143349,missing,13763,16874,missing
2021-01-17,OH,AIAN,Ohio,30720,908,8,56,missing
2021-01-17,OH,Asian,Ohio,298509,11363,67,546,missing
2021-01-17,OH,Black,Ohio,1478781,86298,1248,7996,missing
2021-01-17,OH,Multiracial,Ohio,681372,19930,198,1519,missing
2021-01-17,OH,NHPI,Ohio,5034,599,4,51,missing
2021-01-17,OH,Other,Ohio,224344,46610,118,1171,missing
2021-01-17,OH,Total,Ohio,12320756,826754,10200,43189,missing
2021-01-17,OH,White,Ohio,9080688,474468,7933,29380,missing
2021-01-17,OK,AIAN,Oklahoma,332791,34955,265,missing,missing
2021-01-17,OK,Asian,Oklahoma,90949,6503,43,missing,missing
2021-01-17,OK,Black,Oklahoma,289961,19110,188,missing,missing
2021-01-17,OK,Other,Oklahoma,214001,11781,86,missing,missing
2021-01-17,OK,Total,Oklahoma,4431284,354979,2987,missing,missing
2021-01-17,OK,White,Oklahoma,2514885,201525,2149,missing,missing
2021-01-17,OR,AIAN,Oregon,62993,2376,32,193,missing
2021-01-17,OR,Asian,Oregon,194538,4150,54,266,missing
2021-01-17,OR,Black,Oregon,82655,3171,39,230,missing
2021-01-17,OR,Multiracial,Oregon,443339,2088,37,130,missing
2021-01-17,OR,NHPI,Oregon,19204,1188,16,123,missing
2021-01-17,OR,Other,Oregon,265431,31284,141,1314,missing
2021-01-17,OR,Total,Oregon,4826013,133205,1800,7198,missing
2021-01-17,OR,White,Oregon,3169096,61779,1157,4294,missing
2021-01-17,PA,Asian,Pennsylvania,510501,12764,308,missing,missing
2021-01-17,PA,Black,Pennsylvania,1423169,67335,2464,missing,missing
2021-01-17,PA,Other,Pennsylvania,508531,7088,658,missing,missing
2021-01-17,PA,Total,Pennsylvania,14052315,767800,19310,missing,missing
2021-01-17,PA,White,Pennsylvania,9750687,373671,15527,missing,missing
2021-01-17,PR,Total,Puerto Rico,6534917,87381,1703,missing,missing
2021-01-17,RI,AIAN,Rhode Island,7385,204,1,11,4370
2021-01-17,RI,Asian,Rhode Island,38961,1714,31,120,6620
2021-01-17,RI,Black,Rhode Island,62168,6169,90,496,15480
2021-01-17,RI,Latinx,Rhode Island,182101,25955,169,1595,45768
2021-01-17,RI,Multiracial,Rhode Island,101794,812,1,25,336
2021-01-17,RI,NHPI,Rhode Island,536,0,0,0,471
2021-01-17,RI,Other,Rhode Island,103615,1472,1,103,17631
2021-01-17,RI,Total,Rhode Island,1279480,104443,2005,7432,693152
2021-01-17,RI,White,Rhode Island,782920,42123,1397,3022,178312
2021-01-17,SC,Asian,South Carolina,90466,3733,42,139,missing
2021-01-17,SC,Black,South Carolina,1280531,81212,1785,6106,missing
2021-01-17,SC,Other,South Carolina,177876,37983,204,852,missing
2021-01-17,SC,Total,South Carolina,5471263,388184,6237,16436,missing
2021-01-17,SC,White,South Carolina,3243442,174113,3323,8192,missing
2021-01-17,SD,AIAN,South Dakota,77748,12550,215,1170,missing
2021-01-17,SD,Asian,South Dakota,13476,1265,16,66,missing
2021-01-17,SD,Black,South Dakota,17842,2176,7,116,missing
2021-01-17,SD,Latinx,South Dakota,38741,3486,18,145,missing
2021-01-17,SD,Other,South Dakota,15057,2195,15,84,missing
2021-01-17,SD,Total,South Dakota,925408,105544,1656,6063,missing
2021-01-17,SD,White,South Dakota,715336,73046,1266,4124,missing
2021-01-17,TN,AIAN,Tennessee,28044,872,9,missing,missing
2021-01-17,TN,Asian,Tennessee,135615,5722,41,missing,missing
2021-01-17,TN,Black,Tennessee,1092948,85850,1497,missing,missing
2021-01-17,TN,NHPI,Tennessee,4115,464,4,missing,missing
2021-01-17,TN,Other,Tennessee,246282,56787,285,missing,missing
2021-01-17,TN,Total,Tennessee,7390027,685321,8391,missing,missing
2021-01-17,TN,White,Tennessee,4990938,407366,6173,missing,missing
2021-01-17,TX,Asian,Texas,1585480,913,595,missing,missing
2021-01-17,TX,Black,Texas,3552997,11296,3038,missing,missing
2021-01-17,TX,Latinx,Texas,11441717,26631,15286,missing,missing
2021-01-17,TX,Other,Texas,3951366,346,167,missing,missing
2021-01-17,TX,Total,Texas,40587222,2113962,32038,missing,missing
2021-01-17,TX,White,Texas,14609365,21537,12344,missing,missing
2021-01-17,UT,AIAN,Utah,41644,4429,62,397,20344
2021-01-17,UT,Asian,Utah,80438,6120,46,291,33906
2021-01-17,UT,Black,Utah,40058,4310,16,208,23611
2021-01-17,UT,Latinx,Utah,492912,69816,236,2897,239180
2021-01-17,UT,NHPI,Utah,36930,8032,48,697,27389
2021-01-17,UT,Other,Utah,220120,23710,101,1006,114402
2021-01-17,UT,Total,Utah,3764528,323837,1493,12518,1968204
2021-01-17,UT,White,Utah,2573413,202153,982,7678,1256153
2021-01-17,VA,AIAN,Virginia,40007,545,10,18,missing
2021-01-17,VA,Asian,Virginia,615436,14124,203,879,missing
2021-01-17,VA,Black,Virginia,1607581,72530,1332,5469,missing
2021-01-17,VA,Latinx,Virginia,908749,64589,429,4036,missing
2021-01-17,VA,Multiracial,Virginia,705707,4863,66,177,missing
2021-01-17,VA,Other,Virginia,446650,12548,63,404,missing
2021-01-17,VA,Total,Virginia,9540142,439305,5729,19913,missing
2021-01-17,VA,White,Virginia,5208856,173309,3429,8267,missing
2021-01-17,VT,AIAN,Vermont,2289,12,1,missing,missing
2021-01-17,VT,Asian,Vermont,11549,520,4,missing,missing
2021-01-17,VT,Black,Vermont,9034,486,1,missing,missing
2021-01-17,VT,Other,Vermont,5247,190,2,missing,missing
2021-01-17,VT,Total,Vermont,658581,10057,163,missing,missing
2021-01-17,VT,White,Vermont,577751,7900,143,missing,missing
2021-01-17,WA,AIAN,Washington,121468,2307,78,194,missing
2021-01-17,WA,Asian,Washington,730596,10078,263,728,missing
2021-01-17,WA,Black,Washington,307565,8736,121,549,missing
2021-01-17,WA,Latinx,Washington,1059213,54564,458,2379,missing
2021-01-17,WA,Multiracial,Washington,836659,4658,43,181,missing
2021-01-17,WA,NHPI,Washington,64933,3065,61,317,missing
2021-01-17,WA,Other,Washington,513140,2574,56,196,missing
2021-01-17,WA,Total,Washington,8764494,289939,3903,16558,missing
2021-01-17,WA,White,Washington,5130920,76340,2592,5092,missing
2021-01-17,WI,AIAN,Wisconsin,60428,6994,79,344,missing
2021-01-17,WI,Asian,Wisconsin,175702,13514,110,486,missing
2021-01-17,WI,Black,Wisconsin,376256,37053,408,2718,missing
2021-01-17,WI,Latinx,Wisconsin,447290,missing,missing,2210,missing
2021-01-17,WI,Other,Wisconsin,182054,31069,101,277,missing
2021-01-17,WI,Total,Wisconsin,6341008,568166,5906,23076,missing
2021-01-17,WI,White,Wisconsin,4737545,432778,5002,16024,missing
2021-01-17,WV,Black,West Virginia,65813,2451,23,missing,missing
2021-01-17,WV,Multiracial,West Virginia,84944,139,2,missing,missing
2021-01-17,WV,Other,West Virginia,12919,1786,19,missing,missing
2021-01-17,WV,Total,West Virginia,1828543,108821,1776,missing,missing
2021-01-17,WV,White,West Virginia,1610749,66444,1201,missing,missing
2021-01-17,WY,AIAN,Wyoming,13898,2003,44,missing,missing
2021-01-17,WY,Asian,Wyoming,5212,241,5,missing,missing
2021-01-17,WY,Black,Wyoming,5232,369,2,missing,missing
2021-01-17,WY,Latinx,Wyoming,59046,3764,41,missing,missing
2021-01-17,WY,NHPI,Wyoming,579,127,1,missing,missing
2021-01-17,WY,Other,Wyoming,20083,1368,4,missing,missing
2021-01-17,WY,Total,Wyoming,635897,49363,522,missing,missing
2021-01-17,WY,White,Wyoming,488374,24774,436,missing,missing
2021-01-20,AK,AIAN,Alaska,111575,10871,95,309,missing
2021-01-20,AK,Asian,Alaska,44032,2079,27,110,missing
2021-01-20,AK,Black,Alaska,21898,1368,9,45,missing
2021-01-20,AK,Multiracial,Alaska,89524,4043,2,69,missing
2021-01-20,AK,NHPI,Alaska,12698,1416,16,120,missing
2021-01-20,AK,Other,Alaska,18272,6558,0,46,missing
2021-01-20,AK,Total,Alaska,783215,52393,253,1170,missing
2021-01-20,AK,White,Alaska,435392,16536,99,376,missing
2021-01-20,AL,Asian,Alabama,76660,1807,16,missing,missing
2021-01-20,AL,Black,Alabama,1296162,70768,1595,missing,missing
2021-01-20,AL,Other,Alabama,137443,34736,164,missing,missing
2021-01-20,AL,Total,Alabama,5288326,429655,6283,missing,missing
2021-01-20,AL,White,Alabama,3220452,136116,3022,missing,missing
2021-01-20,AR,AIAN,Arkansas,27177,831,8,missing,missing
2021-01-20,AR,Asian,Arkansas,51839,2485,29,missing,missing
2021-01-20,AR,Black,Arkansas,453783,43902,632,missing,missing
2021-01-20,AR,Multiracial,Arkansas,213575,1657,13,missing,missing
2021-01-20,AR,NHPI,Arkansas,14533,3313,52,missing,missing
2021-01-20,AR,Other,Arkansas,136105,14082,162,missing,missing
2021-01-20,AR,Total,Arkansas,3268371,276114,4441,missing,missing
2021-01-20,AR,White,Arkansas,2114512,176713,3282,missing,missing
2021-01-20,AZ,AIAN,Arizona,319512,31878,1005,3763,missing
2021-01-20,AZ,Asian,Arizona,257430,9115,128,824,missing
2021-01-20,AZ,Black,Arizona,339150,19901,314,2067,missing
2021-01-20,AZ,Latinx,Arizona,2192253,197649,3300,15895,missing
2021-01-20,AZ,Other,Arizona,899870,32922,287,1950,missing
2021-01-20,AZ,Total,Arizona,9343755,690544,11528,48207,missing
2021-01-20,AZ,White,Arizona,4322337,238493,5531,21732,missing
2021-01-20,CA,AIAN,California,631016,7155,102,missing,missing
2021-01-20,CA,Asian,California,6085947,148487,3866,missing,missing
2021-01-20,CA,Black,California,2237044,90545,2195,missing,missing
2021-01-20,CA,Latinx,California,15579652,1245900,15240,missing,missing
2021-01-20,CA,Multiracial,California,5760235,29394,382,missing,missing
2021-01-20,CA,NHPI,California,157263,12830,187,missing,missing
2021-01-20,CA,Other,California,8370596,284190,548,missing,missing
2021-01-20,CA,Total,California,55117875,3019371,34433,missing,missing
2021-01-20,CA,White,California,16296122,448577,10530,missing,missing
2021-01-20,CO,AIAN,Colorado,74129,2237,36,missing,missing
2021-01-20,CO,Asian,Colorado,199827,5423,111,missing,missing
2021-01-20,CO,Black,Colorado,234828,10732,180,missing,missing
2021-01-20,CO,Latinx,Colorado,1263390,106942,1111,missing,missing
2021-01-20,CO,Multiracial,Colorado,707670,5347,137,missing,missing
2021-01-20,CO,NHPI,Colorado,10287,1100,9,missing,missing
2021-01-20,CO,Other,Colorado,464046,2768,36,missing,missing
