date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2020-06-21,CO,Multiracial,Colorado,707670,232,13,missing,missing
2020-06-21,CO,NHPI,Colorado,10287,125,5,missing,missing
2020-06-21,CO,Other,Colorado,464046,256,8,missing,missing
2020-06-21,CO,Total,Colorado,7037104,30539,1647,missing,missing
2020-06-21,CO,White,Colorado,4082927,10490,1033,missing,missing
2020-06-21,CT,Asian,Connecticut,172455,665,45,missing,missing
2020-06-21,CT,Black,Connecticut,388675,5958,635,missing,missing
2020-06-21,CT,Latinx,Connecticut,623293,8528,365,missing,missing
2020-06-21,CT,Other,Connecticut,299133,253,15,missing,missing
2020-06-21,CT,Total,Connecticut,4229237,45755,4260,missing,missing
2020-06-21,CT,White,Connecticut,2395128,15845,3110,missing,missing
2020-06-21,DC,AIAN,District of Columbia,3193,25,missing,missing,missing
2020-06-21,DC,Asian,District of Columbia,33545,163,8,missing,missing
2020-06-21,DC,Black,District of Columbia,285810,5019,395,missing,missing
2020-06-21,DC,Latinx,District of Columbia,77652,missing,68,missing,missing
2020-06-21,DC,NHPI,District of Columbia,432,29,missing,missing,missing
2020-06-21,DC,Other,District of Columbia,37294,2500,5,missing,missing
2020-06-21,DC,Total,District of Columbia,767197,10020,533,missing,missing
2020-06-21,DC,White,District of Columbia,273194,2044,57,missing,missing
2020-06-21,DE,AIAN,Delaware,5148,missing,missing,missing,0
2020-06-21,DE,Asian,Delaware,42699,164,1,missing,1590
2020-06-21,DE,Black,Delaware,218899,2860,117,missing,21115
2020-06-21,DE,Latinx,Delaware,104290,3082,28,missing,8972
2020-06-21,DE,Multiracial,Delaware,76518,missing,missing,missing,0
2020-06-21,DE,NHPI,Delaware,412,missing,missing,missing,0
2020-06-21,DE,Other,Delaware,48509,524,4,missing,4478
2020-06-21,DE,Total,Delaware,1094238,10775,435,missing,94974
2020-06-21,DE,White,Delaware,597763,3182,264,missing,39671
2020-06-21,FL,Black,Florida,3246381,16717,659,3271,missing
2020-06-21,FL,Latinx,Florida,5697240,33441,776,4573,missing
2020-06-21,FL,Other,Florida,1564282,3401,98,499,missing
2020-06-21,FL,Total,Florida,27235427,97291,3161,13037,missing
2020-06-21,FL,White,Florida,12422961,22875,1542,4423,missing
2020-06-21,GA,AIAN,Georgia,50618,51,3,missing,missing
2020-06-21,GA,Asian,Georgia,479028,1020,44,missing,missing
2020-06-21,GA,Black,Georgia,3320513,19315,1263,missing,missing
2020-06-21,GA,Latinx,Georgia,1123457,10340,127,missing,missing
2020-06-21,GA,NHPI,Georgia,7299,57,5,missing,missing
2020-06-21,GA,Other,Georgia,555059,1269,6,missing,missing
2020-06-21,GA,Total,Georgia,11835365,64701,2643,missing,missing
2020-06-21,GA,White,Georgia,5555483,16621,1188,missing,missing
2020-06-21,HI,Asian,Hawaii,541902,265,missing,missing,missing
2020-06-21,HI,Black,Hawaii,23417,8,missing,missing,missing
2020-06-21,HI,NHPI,Hawaii,157445,206,missing,missing,missing
2020-06-21,HI,Other,Hawaii,26747,34,missing,missing,missing
2020-06-21,HI,Total,Hawaii,1594194,814,17,missing,missing
2020-06-21,HI,White,Hawaii,333261,194,missing,missing,missing
2020-06-21,IA,AIAN,Iowa,14486,259,5,missing,missing
2020-06-21,IA,Asian,Iowa,75629,1817,22,missing,missing
2020-06-21,IA,Black,Iowa,131972,2596,34,missing,missing
2020-06-21,IA,NHPI,Iowa,5758,259,12,missing,missing
2020-06-21,IA,Other,Iowa,88720,259,0,missing,missing
2020-06-21,IA,Total,Iowa,3406355,26218,686,missing,missing
2020-06-21,IA,White,Iowa,2694521,16096,545,missing,missing
2020-06-21,ID,AIAN,Idaho,25621,60,1,missing,missing
2020-06-21,ID,Asian,Idaho,26836,51,2,missing,missing
2020-06-21,ID,Black,Idaho,15726,66,1,missing,missing
2020-06-21,ID,Multiracial,Idaho,153205,151,missing,missing,missing
2020-06-21,ID,NHPI,Idaho,3726,15,missing,missing,missing
2020-06-21,ID,Other,Idaho,103632,427,1,missing,missing
2020-06-21,ID,Total,Idaho,2078513,4006,89,missing,missing
2020-06-21,ID,White,Idaho,1510360,2060,84,missing,missing
2020-06-21,IL,AIAN,Illinois,96498,211,9,missing,997
2020-06-21,IL,Asian,Illinois,754878,3995,318,missing,19962
2020-06-21,IL,Black,Illinois,1808271,22941,1869,missing,113529
2020-06-21,IL,Latinx,Illinois,2337410,44647,1353,missing,114449
2020-06-21,IL,Multiracial,Illinois,1144984,missing,missing,missing,0
2020-06-21,IL,NHPI,Illinois,4501,352,6,missing,1621
2020-06-21,IL,Other,Illinois,1135149,5218,51,missing,44158
2020-06-21,IL,Total,Illinois,15149918,136762,6647,missing,1360784
2020-06-21,IL,White,Illinois,7868227,27901,2943,missing,358381
2020-06-21,IN,AIAN,Indiana,26086,missing,missing,missing,0
2020-06-21,IN,Asian,Indiana,167959,673,12,missing,3393
2020-06-21,IN,Black,Indiana,648513,5317,351,missing,35584
2020-06-21,IN,Latinx,Indiana,554191,missing,missing,missing,0
2020-06-21,IN,Multiracial,Indiana,436726,missing,missing,missing,0
2020-06-21,IN,NHPI,Indiana,3137,missing,missing,missing,0
2020-06-21,IN,Other,Indiana,261312,7644,300,missing,54779
2020-06-21,IN,Total,Indiana,7339719,42423,2350,missing,411920
2020-06-21,IN,White,Indiana,5241795,18786,1502,missing,223759
2020-06-21,KS,AIAN,Kansas,30995,83,2,5,655
2020-06-21,KS,Asian,Kansas,86273,727,9,45,2278
2020-06-21,KS,Black,Kansas,168809,1136,60,184,7375
2020-06-21,KS,Latinx,Kansas,382603,missing,missing,missing,0
2020-06-21,KS,Multiracial,Kansas,280507,missing,missing,missing,0
2020-06-21,KS,NHPI,Kansas,3412,missing,missing,missing,0
2020-06-21,KS,Other,Kansas,145422,386,3,55,8527
2020-06-21,KS,Total,Kansas,3320483,12059,254,1035,151910
2020-06-21,KS,White,Kansas,2222462,7720,176,689,78040
2020-06-21,KY,AIAN,Kentucky,12801,32,missing,missing,missing
2020-06-21,KY,Asian,Kentucky,74426,429,7,missing,missing
2020-06-21,KY,Black,Kentucky,362417,1396,81,missing,missing
2020-06-21,KY,Multiracial,Kentucky,244840,582,9,missing,missing
2020-06-21,KY,NHPI,Kentucky,3681,30,missing,missing,missing
2020-06-21,KY,Total,Kentucky,4713690,13750,526,missing,missing
2020-06-21,KY,White,Kentucky,3711254,6792,394,missing,missing
2020-06-21,LA,AIAN,Louisiana,31657,missing,3,missing,missing
2020-06-21,LA,Asian,Louisiana,86438,missing,22,missing,missing
2020-06-21,LA,Black,Louisiana,1464023,missing,1606,missing,missing
2020-06-21,LA,NHPI,Louisiana,1911,missing,2,missing,missing
2020-06-21,LA,Other,Louisiana,142699,missing,17,missing,missing
2020-06-21,LA,Total,Louisiana,4980306,49778,3105,missing,missing
2020-06-21,LA,White,Louisiana,2657652,missing,1354,missing,missing
2020-06-21,MA,Asian,Massachusetts,507934,2248,204,354,missing
2020-06-21,MA,Black,Massachusetts,494029,9956,644,1285,missing
2020-06-21,MA,Latinx,Massachusetts,887685,20555,542,1485,missing
2020-06-21,MA,Other,Massachusetts,496731,5460,526,864,missing
2020-06-21,MA,Total,Massachusetts,7917602,107061,7858,11085,missing
2020-06-21,MA,White,Massachusetts,4896037,31797,5791,5342,missing
2020-06-21,MD,Asian,Maryland,420944,1268,116,missing,missing
2020-06-21,MD,Black,Maryland,1820472,18582,1242,missing,missing
2020-06-21,MD,Latinx,Maryland,729745,17514,323,missing,missing
2020-06-21,MD,Other,Maryland,410941,3242,33,missing,missing
2020-06-21,MD,Total,Maryland,6906969,64306,3066,missing,missing
2020-06-21,MD,White,Maryland,3007874,12629,1322,missing,missing
2020-06-21,ME,AIAN,Maine,7885,6,missing,missing,missing
2020-06-21,ME,Asian,Maine,16798,44,missing,5,missing
2020-06-21,ME,Black,Maine,25752,719,1,31,missing
2020-06-21,ME,Multiracial,Maine,64710,13,missing,missing,missing
2020-06-21,ME,NHPI,Maine,443,1,missing,missing,missing
2020-06-21,ME,Other,Maine,9730,64,1,5,missing
2020-06-21,ME,Total,Maine,1388968,2957,102,336,missing
2020-06-21,ME,White,Maine,1237041,1751,89,260,missing
2020-06-21,MI,AIAN,Michigan,61261,261,19,missing,missing
2020-06-21,MI,Asian,Michigan,334300,1516,79,missing,missing
2020-06-21,MI,Black,Michigan,1376579,19919,2419,missing,missing
2020-06-21,MI,Multiracial,Michigan,635315,4648,97,missing,missing
2020-06-21,MI,Other,Michigan,221851,3748,116,missing,missing
2020-06-21,MI,Total,Michigan,10641753,67711,6090,missing,missing
2020-06-21,MI,White,Michigan,7444974,26020,3147,missing,missing
2020-06-21,MN,AIAN,Minnesota,68641,289,21,85,missing
2020-06-21,MN,Asian,Minnesota,299190,2446,44,351,missing
2020-06-21,MN,Black,Minnesota,398434,7047,101,784,missing
2020-06-21,MN,Multiracial,Minnesota,345721,677,7,67,missing
2020-06-21,MN,NHPI,Minnesota,2918,83,1,6,missing
2020-06-21,MN,Other,Minnesota,168444,4306,20,269,missing
2020-06-21,MN,Total,Minnesota,6052134,32920,1380,3797,missing
2020-06-21,MN,White,Minnesota,4423146,12352,992,1688,missing
2020-06-21,MO,Black,Missouri,699840,5283,339,missing,missing
2020-06-21,MO,Multiracial,Missouri,413171,450,8,missing,missing
2020-06-21,MO,Other,Missouri,127942,1290,25,missing,missing
2020-06-21,MO,Total,Missouri,6457981,18003,956,missing,missing
2020-06-21,MO,White,Missouri,4740335,7894,555,missing,missing
2020-06-21,MS,AIAN,Mississippi,16450,981,51,missing,missing
2020-06-21,MS,Asian,Mississippi,32709,64,0,missing,missing
2020-06-21,MS,Black,Mississippi,1084481,10671,476,missing,missing
2020-06-21,MS,Latinx,Mississippi,105220,1134,15,missing,missing
2020-06-21,MS,Other,Mississippi,56860,1056,5,missing,missing
2020-06-21,MS,Total,Mississippi,3066499,20641,938,missing,missing
2020-06-21,MS,White,Mississippi,1658893,5466,388,missing,missing
2020-06-21,MT,AIAN,Montana,67612,91,5,missing,missing
2020-06-21,MT,Asian,Montana,8300,1,missing,missing,missing
2020-06-21,MT,Black,Montana,5484,3,missing,missing,missing
2020-06-21,MT,Other,Montana,14089,11,missing,missing,missing
2020-06-21,MT,Total,Montana,1129424,717,20,missing,missing
2020-06-21,MT,White,Montana,916524,554,13,missing,missing
2020-06-21,NC,AIAN,North Carolina,130032,351,10,missing,missing
2020-06-21,NC,Asian,North Carolina,343051,844,18,missing,missing
2020-06-21,NC,Black,North Carolina,2140217,8963,397,missing,missing
2020-06-21,NC,NHPI,North Carolina,8518,143,3,missing,missing
2020-06-21,NC,Other,North Carolina,617390,6013,59,missing,missing
2020-06-21,NC,Total,North Carolina,11557984,52801,1220,missing,missing
2020-06-21,NC,White,North Carolina,6488459,19627,690,missing,missing
2020-06-21,ND,Total,North Dakota,812506,3288,77,missing,missing
2020-06-21,NE,AIAN,Nebraska,23102,126,1,12,missing
2020-06-21,NE,Asian,Nebraska,52951,883,9,67,missing
2020-06-21,NE,Black,Nebraska,96535,883,10,55,missing
2020-06-21,NE,NHPI,Nebraska,1534,12,0,0,missing
2020-06-21,NE,Other,Nebraska,105167,1299,3,45,missing
2020-06-21,NE,Total,Nebraska,2196219,17810,244,1212,missing
2020-06-21,NE,White,Nebraska,1538052,7066,114,593,missing
2020-06-21,NH,Asian,New Hampshire,35871,142,3,14,missing
2020-06-21,NH,Black,New Hampshire,20127,286,6,27,missing
2020-06-21,NH,Latinx,New Hampshire,59454,476,10,52,missing
2020-06-21,NH,Other,New Hampshire,24102,261,9,14,missing
2020-06-21,NH,Total,New Hampshire,1436983,5544,339,553,missing
2020-06-21,NH,White,New Hampshire,1216203,3400,254,401,missing
2020-06-21,NJ,Asian,New Jersey,950090,5024,707,953,missing
2020-06-21,NJ,Black,New Jersey,1219770,16824,2315,3531,missing
2020-06-21,NJ,Latinx,New Jersey,2002575,29952,2561,4872,missing
2020-06-21,NJ,Other,New Jersey,1048641,11667,215,705,missing
2020-06-21,NJ,Total,New Jersey,11291569,169142,12870,19267,missing
2020-06-21,NJ,White,New Jersey,5112280,34869,6796,7644,missing
2020-06-21,NM,AIAN,New Mexico,212241,5592,236,missing,missing
2020-06-21,NM,Asian,New Mexico,37469,66,1,missing,missing
2020-06-21,NM,Black,New Mexico,45904,210,4,missing,missing
2020-06-21,NM,Latinx,New Mexico,1010811,2923,59,missing,missing
2020-06-21,NM,Total,New Mexico,3128333,10565,469,missing,missing
2020-06-21,NM,White,New Mexico,1078937,1217,98,missing,missing
2020-06-21,NV,AIAN,Nevada,43932,58,3,missing,missing
2020-06-21,NV,Asian,Nevada,272703,786,67,missing,missing
2020-06-21,NV,Black,Nevada,304739,828,58,missing,missing
2020-06-21,NV,Latinx,Nevada,890257,3666,76,missing,missing
2020-06-21,NV,Other,Nevada,435757,402,12,missing,missing
2020-06-21,NV,Total,Nevada,3994871,13205,487,missing,missing
2020-06-21,NV,White,Nevada,1588463,2482,223,missing,missing
2020-06-21,NY,Asian,New York,1933127,missing,1605,missing,missing
2020-06-21,NY,Black,New York,2986172,missing,5958,missing,missing
2020-06-21,NY,Latinx,New York,3948032,missing,6300,missing,missing
2020-06-21,NY,Other,New York,2210633,missing,1772,missing,missing
2020-06-21,NY,Total,New York,24149281,387936,26727,missing,missing
2020-06-21,NY,White,New York,11143349,missing,8141,missing,missing
2020-06-21,OH,AIAN,Ohio,30720,53,missing,6,missing
2020-06-21,OH,Asian,Ohio,298509,1439,28,169,missing
2020-06-21,OH,Black,Ohio,1478781,11330,496,2259,missing
2020-06-21,OH,Multiracial,Ohio,681372,1794,32,272,missing
2020-06-21,OH,NHPI,Ohio,5034,101,missing,20,missing
2020-06-21,OH,Other,Ohio,224344,3445,15,332,missing
2020-06-21,OH,Total,Ohio,12320756,44808,2700,7242,missing
2020-06-21,OH,White,Ohio,9080688,22379,2115,3989,missing
2020-06-21,OK,AIAN,Oklahoma,332791,746,25,missing,missing
2020-06-21,OK,Asian,Oklahoma,90949,722,5,missing,missing
2020-06-21,OK,Black,Oklahoma,289961,812,28,missing,missing
2020-06-21,OK,Other,Oklahoma,214001,429,9,missing,missing
2020-06-21,OK,Total,Oklahoma,4431284,10515,369,missing,missing
2020-06-21,OK,White,Oklahoma,2514885,6219,282,missing,missing
2020-06-21,OR,AIAN,Oregon,62993,134,3,15,missing
2020-06-21,OR,Asian,Oregon,194538,252,8,42,missing
2020-06-21,OR,Black,Oregon,82655,260,6,40,missing
2020-06-21,OR,Multiracial,Oregon,443339,196,2,20,missing
2020-06-21,OR,NHPI,Oregon,19204,182,3,31,missing
2020-06-21,OR,Other,Oregon,265431,1906,14,203,missing
2020-06-21,OR,Total,Oregon,4826013,6937,190,946,missing
2020-06-21,OR,White,Oregon,3169096,2793,138,538,missing
2020-06-21,PA,Asian,Pennsylvania,510501,1200,146,missing,missing
2020-06-21,PA,Black,Pennsylvania,1423169,10400,1368,missing,missing
2020-06-21,PA,Other,Pennsylvania,508531,580,319,missing,missing
2020-06-21,PA,Total,Pennsylvania,14052315,81730,6423,missing,missing
2020-06-21,PA,White,Pennsylvania,9750687,24000,4566,missing,missing
2020-06-21,PR,Total,Puerto Rico,6534917,6525,149,missing,missing
2020-06-21,RI,Black,Rhode Island,62168,1496,44,174,missing
2020-06-21,RI,Latinx,Rhode Island,182101,5529,72,491,missing
2020-06-21,RI,Multiracial,Rhode Island,101794,327,0,55,missing
2020-06-21,RI,Other,Rhode Island,103615,445,11,46,missing
2020-06-21,RI,Total,Rhode Island,1279480,16337,894,1922,missing
2020-06-21,RI,White,Rhode Island,782920,4303,583,721,missing
2020-06-21,SC,Asian,South Carolina,90466,390,6,missing,missing
2020-06-21,SC,Black,South Carolina,1280531,7027,287,missing,missing
2020-06-21,SC,Other,South Carolina,177876,1952,12,missing,missing
2020-06-21,SC,Total,South Carolina,5471263,24661,653,missing,missing
2020-06-21,SC,White,South Carolina,3243442,8589,281,missing,missing
2020-06-21,SD,AIAN,South Dakota,77748,838,missing,missing,missing
2020-06-21,SD,Asian,South Dakota,13476,687,missing,missing,missing
2020-06-21,SD,Black,South Dakota,17842,961,missing,missing,missing
2020-06-21,SD,Latinx,South Dakota,38741,1030,missing,missing,missing
2020-06-21,SD,Other,South Dakota,15057,679,missing,missing,missing
2020-06-21,SD,Total,South Dakota,925408,6297,81,missing,missing
2020-06-21,SD,White,South Dakota,715336,2102,missing,missing,missing
2020-06-21,TN,Asian,Tennessee,135615,512,11,missing,missing
2020-06-21,TN,Black,Tennessee,1092948,7312,170,missing,missing
2020-06-21,TN,Other,Tennessee,246282,5779,26,missing,missing
2020-06-21,TN,Total,Tennessee,7390027,35102,526,missing,missing
2020-06-21,TN,White,Tennessee,4990938,14657,296,missing,missing
2020-06-21,TX,Asian,Texas,1585480,585,13,missing,missing
2020-06-21,TX,Black,Texas,3552997,2313,85,missing,missing
2020-06-21,TX,Latinx,Texas,11441717,6809,171,missing,missing
2020-06-21,TX,Other,Texas,3951366,114,5,missing,missing
2020-06-21,TX,Total,Texas,40587222,111601,2182,missing,missing
2020-06-21,TX,White,Texas,14609365,5274,269,missing,missing
2020-06-21,UT,AIAN,Utah,41644,500,8,60,missing
2020-06-21,UT,Asian,Utah,80438,401,7,21,missing
2020-06-21,UT,Black,Utah,40058,511,5,33,missing
2020-06-21,UT,Latinx,Utah,492912,7471,38,461,missing
2020-06-21,UT,NHPI,Utah,36930,683,9,91,missing
2020-06-21,UT,Other,Utah,220120,2078,12,143,missing
2020-06-21,UT,Total,Utah,3764528,17462,158,1184,missing
2020-06-21,UT,White,Utah,2573413,5956,87,473,missing
2020-06-21,VA,AIAN,Virginia,40007,69,1,4,missing
2020-06-21,VA,Asian,Virginia,615436,1956,91,337,missing
2020-06-21,VA,Black,Virginia,1607581,8199,347,1417,missing
2020-06-21,VA,Latinx,Virginia,908749,19799,171,1997,missing
2020-06-21,VA,Multiracial,Virginia,705707,153,0,15,missing
2020-06-21,VA,Other,Virginia,446650,1583,22,128,missing
2020-06-21,VA,Total,Virginia,9540142,57994,1611,5840,missing
2020-06-21,VA,White,Virginia,5208856,12049,878,1721,missing
2020-06-21,VT,AIAN,Vermont,2289,2,missing,missing,missing
2020-06-21,VT,Asian,Vermont,11549,51,2,missing,missing
2020-06-21,VT,Black,Vermont,9034,104,missing,missing,missing
2020-06-21,VT,Multiracial,Vermont,37026,0,missing,missing,missing
2020-06-21,VT,Other,Vermont,5247,12,1,missing,missing
2020-06-21,VT,Total,Vermont,658581,1159,56,missing,missing
2020-06-21,VT,White,Vermont,577751,959,53,missing,missing
2020-06-21,WA,AIAN,Washington,121468,376,16,54,missing
2020-06-21,WA,Asian,Washington,730596,1262,106,238,missing
2020-06-21,WA,Black,Washington,307565,1205,40,167,missing
2020-06-21,WA,Latinx,Washington,1059213,8872,145,828,missing
2020-06-21,WA,Multiracial,Washington,836659,367,15,37,missing
2020-06-21,WA,NHPI,Washington,64933,593,12,78,missing
2020-06-21,WA,Other,Washington,513140,500,26,60,missing
2020-06-21,WA,Total,Washington,8764494,28680,1270,4049,missing
2020-06-21,WA,White,Washington,5130920,7300,846,1507,missing
2020-06-21,WI,AIAN,Wisconsin,60428,242,10,missing,missing
2020-06-21,WI,Asian,Wisconsin,175702,984,22,missing,missing
2020-06-21,WI,Black,Wisconsin,376256,4493,179,missing,missing
2020-06-21,WI,Other,Wisconsin,182054,3054,8,missing,missing
2020-06-21,WI,Total,Wisconsin,6341008,24819,744,missing,missing
2020-06-21,WI,White,Wisconsin,4737545,13340,512,missing,missing
2020-06-21,WV,Black,West Virginia,65813,173,3,missing,missing
2020-06-21,WV,Other,West Virginia,12919,360,missing,missing,missing
2020-06-21,WV,Total,West Virginia,1828543,2543,89,missing,missing
2020-06-21,WV,White,West Virginia,1610749,2010,58,missing,missing
2020-06-21,WY,AIAN,Wyoming,13898,287,9,missing,missing
2020-06-21,WY,Asian,Wyoming,5212,4,0,missing,missing
2020-06-21,WY,Black,Wyoming,5232,10,0,missing,missing
2020-06-21,WY,Latinx,Wyoming,59046,121,1,missing,missing
2020-06-21,WY,NHPI,Wyoming,579,3,missing,missing,missing
2020-06-21,WY,Other,Wyoming,20083,33,0,missing,missing
2020-06-21,WY,Total,Wyoming,635897,947,20,missing,missing
2020-06-21,WY,White,Wyoming,488374,485,9,missing,missing
2020-06-24,AK,AIAN,Alaska,111575,89,2,8,missing
2020-06-24,AK,Asian,Alaska,44032,58,2,8,missing
2020-06-24,AK,Black,Alaska,21898,22,0,0,missing
2020-06-24,AK,Multiracial,Alaska,89524,28,0,0,missing
2020-06-24,AK,NHPI,Alaska,12698,20,1,5,missing
2020-06-24,AK,Other,Alaska,18272,17,0,4,missing
2020-06-24,AK,Total,Alaska,783215,792,12,64,missing
2020-06-24,AK,White,Alaska,435392,461,7,38,missing
2020-06-24,AL,Asian,Alabama,76660,132,5,missing,missing
2020-06-24,AL,Black,Alabama,1296162,12599,404,missing,missing
2020-06-24,AL,Other,Alabama,137443,1840,14,missing,missing
2020-06-24,AL,Total,Alabama,5288326,32064,891,missing,missing
2020-06-24,AL,White,Alabama,3220452,11210,430,missing,missing
2020-06-24,AR,AIAN,Arkansas,27177,44,missing,missing,missing
2020-06-24,AR,Asian,Arkansas,51839,168,1,missing,missing
2020-06-24,AR,Black,Arkansas,453783,4121,66,missing,missing
2020-06-24,AR,NHPI,Arkansas,14533,1116,17,missing,missing
2020-06-24,AR,Other,Arkansas,136105,2354,15,missing,missing
2020-06-24,AR,Total,Arkansas,3268371,17375,240,missing,missing
2020-06-24,AR,White,Arkansas,2114512,7964,130,missing,missing
